feature,importance
india_vix_vs_60d,0.13782469949718254
sp500_vs_200d,0.08942897638604337
nifty50_vs_200d,0.07092320350562804
vix_vs_60d,0.06264859494044506
nifty50_return_1d,0.052847483011027555
sector_return_5d,0.051767795429495375
dxy_vs_60d,0.05121246682497029
vix_vs_20d,0.05026055553050729
adv_decline_ratio,0.04741547181964806
us10y_vs_60d,0.03819445368710149
india_vix_change_pct,0.034265045921648314
sector_rsi_avg,0.03403310778501909
nifty50_return_5d,0.029721795527032822
vix_change_pct,0.02893397306068595
sp500_return_1d,0.0259063319333558
dxy_return_1d,0.024690297646865176
sector_breadth_score,0.018754433659736103
sector_return_1d,0.018223835370080807
sector_volume_ratio,0.015253266504348533
bb_position,0.011739297417132623
price_to_sma20,0.01021368370248702
defensive_risk_score,0.008568613238814159
price_to_high_20d,0.007237642388643553
bb_width_pct,0.006936688390047736
stochastic_k,0.005996009706493613
atr_pct,0.005689906813640733
price_to_low_20d,0.005584873440469948
stochastic_d,0.0049707001155112574
return_5d,0.0049123651943104585
return_10d,0.0033863927740301154
price_to_sma200,0.003208817389785584
price_to_sma50,0.0031152090602950887
stock_return_vs_nifty_5d,0.002629387259295653
sr_pivot_position,0.0025801203542115325
risk_adjusted_momentum,0.002526987690660941
macd_normalized,0.0024177744240438085
volume_ratio,0.002100628825852801
rsi,0.0019494253800981013
macd_hist_normalized,0.001940510436333979
gap,0.0014250233967003654
contrarian_strength,0.0013227167519035982
return_1d,0.0013107229186443085
beta,0.0012715296036987284
relative_strength_20d,0.0011704476585213841
global_market_sync,0.001160990733885459
sector_momentum_confirmed,0.0011020972533544043
momentum_vs_sector,0.0010660046691114483
quality_opportunity,0.0008551279076446129
volume_change,0.0007951358179755319
obv_divergence,0.000750195733406903
stock_return_vs_nifty,0.0007441428768896178
outperformance_in_fear,0.0007387748204819348
return_20d,0.0007367954874936248
outperformance_in_greed,0.0007180026482499453
beta_adjusted_return,0.0007031547235062367
stock_return_vs_sector,0.0006978403440223605
rsi_vs_sector_avg,0.0006722888246373659
volume_vs_sector,0.0006278540153511639
volume_anomaly,0.0006073554046653246
quality_in_volatility,0.0005723865006780022
sector_leader_conviction,0.0004095036843604012
breakout_low,0.0003140219179599346
sma_cross_signal,0.0002106896077568763
breakout_high,6.374656120092607e-06
