feature,importance
india_vix_vs_60d,0.10965334788786253
nifty50_vs_200d,0.102017410187949
sp500_vs_200d,0.07484084403223576
vix_vs_60d,0.059090419214747204
nifty50_return_1d,0.04950702386176444
adv_decline_ratio,0.04844981627605491
us10y_vs_60d,0.047094499158550344
vix_vs_20d,0.04622755943230111
sector_return_5d,0.04343157145371933
dxy_vs_60d,0.039666331062525644
india_vix_change_pct,0.03927254699612498
sector_rsi_avg,0.0377936388584699
sp500_return_1d,0.0283963696980436
nifty50_return_5d,0.028259770169687122
dxy_return_1d,0.025866881814780113
vix_change_pct,0.024857583209660836
sector_return_1d,0.021516166467873816
sector_breadth_score,0.019204401027115812
sector_volume_ratio,0.012504458993888152
bb_position,0.011271474011478102
stochastic_d,0.01097473365521445
price_to_sma20,0.008962176837733073
defensive_risk_score,0.008346492843962761
price_to_high_20d,0.007771007613478407
return_5d,0.00715241760898642
volume_ratio,0.006806988875666722
price_to_sma200,0.006517076891298201
stochastic_k,0.006361272263534532
price_to_low_20d,0.00594272769899851
return_10d,0.005569217290021091
bb_width_pct,0.004272637256854151
price_to_sma50,0.003849273502194667
macd_hist_normalized,0.00364799485817287
atr_pct,0.003284691366299749
risk_adjusted_momentum,0.003188246050325498
stock_return_vs_nifty_5d,0.003104862334854953
rsi,0.002627026178294674
sr_pivot_position,0.0025952216488431133
beta,0.0022600805838291073
contrarian_strength,0.0019674323486252713
global_market_sync,0.0019228352051909772
macd_normalized,0.0018708627102003205
return_1d,0.0016230832085907766
gap,0.0015966481028132332
relative_strength_20d,0.0015527784225569771
sector_momentum_confirmed,0.0015301933566049574
obv_divergence,0.0014126784937763997
return_20d,0.0013981402552574896
momentum_vs_sector,0.0013566199326452918
breakout_low,0.0012586783523069415
quality_opportunity,0.0011520782598947704
outperformance_in_fear,0.0010518978174340594
stock_return_vs_nifty,0.0009382685108885602
beta_adjusted_return,0.0009118316970070736
outperformance_in_greed,0.0008724745064730927
quality_in_volatility,0.0008353305451757723
volume_anomaly,0.000810650628084674
rsi_vs_sector_avg,0.0008050183872397569
volume_change,0.0007738820439672093
stock_return_vs_sector,0.000740210206277733
volume_vs_sector,0.0007398845297905732
sector_leader_conviction,0.0004850587442028485
sma_cross_signal,0.0002356342323261651
breakout_high,1.5703292733739805e-06
fund_trailing_pe_rank,0.0
fund_forward_pe_rank,0.0
fund_price_to_book_rank,0.0
fund_peg_ratio_rank,0.0
fund_profit_margin_rank,0.0
fund_operating_margin_rank,0.0
fund_return_on_equity_rank,0.0
fund_return_on_assets_rank,0.0
fund_revenue_growth_rank,0.0
fund_earnings_growth_rank,0.0
fund_debt_to_equity_rank,0.0
fund_dividend_yield_rank,0.0
sent_score,0.0
sent_momentum_3d,0.0
sent_momentum_7d,0.0
sent_vs_avg_30d,0.0
