feature,importance
india_vix_vs_60d,0.11473018160414973
nifty50_vs_200d,0.08669143149197618
sp500_vs_200d,0.08527701626932811
vix_vs_60d,0.05742687510666593
adv_decline_ratio,0.053711058635309235
nifty50_return_1d,0.05340723167441639
vix_vs_20d,0.048901017904928124
sector_return_5d,0.04847956181404344
us10y_vs_60d,0.04186076230851252
dxy_vs_60d,0.04184772774924737
sector_rsi_avg,0.035886397047944045
india_vix_change_pct,0.0329942876914376
nifty50_return_5d,0.03109023257435341
dxy_return_1d,0.02553481161788492
sp500_return_1d,0.02479691777356582
sector_return_1d,0.021922142501247955
vix_change_pct,0.021646084972403758
sector_breadth_score,0.015647400314661327
sector_volume_ratio,0.013912503262406999
stochastic_d,0.011565681689464969
bb_position,0.010667546764948261
defensive_risk_score,0.009467599426769469
price_to_high_20d,0.00941937692119569
return_5d,0.008670693867809692
price_to_sma20,0.00841586454197808
stochastic_k,0.007729946805971975
price_to_low_20d,0.007105132155942193
volume_ratio,0.007097328245925774
return_10d,0.0052583023009016025
price_to_sma200,0.00511033571253131
bb_width_pct,0.004990376519443631
stock_return_vs_nifty_5d,0.004338268908179648
atr_pct,0.0041664993957480035
risk_adjusted_momentum,0.0031586289748899983
macd_hist_normalized,0.002727673817066728
sr_pivot_position,0.002655090042806182
macd_normalized,0.0024957587851857184
rsi,0.0020987248709433597
contrarian_strength,0.00203118873427177
global_market_sync,0.0017175178751978127
beta,0.001680812775548425
obv_divergence,0.0016458206674967522
gap,0.0014452513303034068
relative_strength_20d,0.0014227581007181698
price_to_sma50,0.0014052258001878608
return_1d,0.0013762322194831222
momentum_vs_sector,0.0012991419522814748
return_20d,0.0012915840851137799
sector_momentum_confirmed,0.0012521033367466972
stock_return_vs_nifty,0.0010448827244324422
outperformance_in_greed,0.0009767655525382034
quality_opportunity,0.0009355784354656783
quality_in_volatility,0.0009275902126897404
outperformance_in_fear,0.0009270646848857388
rsi_vs_sector_avg,0.0009138664198451254
beta_adjusted_return,0.0009001583784527679
volume_change,0.0008366650805735726
stock_return_vs_sector,0.0008234159296355178
volume_anomaly,0.0007748389419234025
volume_vs_sector,0.0006150863159796456
sector_leader_conviction,0.00041632523747256
sma_cross_signal,0.00022872174037207816
breakout_low,0.00019893663957916118
breakout_high,9.994766619973902e-06
fund_trailing_pe_rank,0.0
fund_forward_pe_rank,0.0
fund_price_to_book_rank,0.0
fund_peg_ratio_rank,0.0
fund_profit_margin_rank,0.0
fund_operating_margin_rank,0.0
fund_return_on_equity_rank,0.0
fund_return_on_assets_rank,0.0
fund_revenue_growth_rank,0.0
fund_earnings_growth_rank,0.0
fund_debt_to_equity_rank,0.0
fund_dividend_yield_rank,0.0
sent_score,0.0
sent_momentum_3d,0.0
sent_momentum_7d,0.0
sent_vs_avg_30d,0.0
