feature,importance
india_vix_vs_60d,0.10627741428469557
nifty50_vs_200d,0.10062910022985981
sp500_vs_200d,0.08150437345328099
vix_vs_60d,0.0625345579120675
nifty50_return_1d,0.051787030873888536
vix_vs_20d,0.04732431802173934
sector_return_5d,0.04711516243878382
dxy_vs_60d,0.04503981082309872
adv_decline_ratio,0.04230467195966814
us10y_vs_60d,0.0388427232809579
india_vix_change_pct,0.038096414228319414
sector_rsi_avg,0.036907427889269255
nifty50_return_5d,0.030711580288029512
dxy_return_1d,0.028477678126565566
vix_change_pct,0.023457833337510465
sp500_return_1d,0.023159495217734482
sector_return_1d,0.02305599693409384
sector_breadth_score,0.020911804854544594
bb_position,0.01308716534972624
sector_volume_ratio,0.011385460914001992
stochastic_d,0.010213738616952406
price_to_sma20,0.008745569866503823
price_to_high_20d,0.007988704698421625
defensive_risk_score,0.007821866941461591
return_10d,0.007599053705487192
volume_ratio,0.0072034268921278306
price_to_low_20d,0.006821881766060058
stochastic_k,0.005779389447919441
return_5d,0.0056165814699857776
price_to_sma200,0.005061825983865374
bb_width_pct,0.0044559092828512755
risk_adjusted_momentum,0.003695773976420269
macd_hist_normalized,0.0036205509999629013
atr_pct,0.003426331802776401
rsi,0.0031157403512219965
stock_return_vs_nifty_5d,0.0030552060443859433
price_to_sma50,0.002374661076368915
sr_pivot_position,0.002363393419118075
beta,0.0022161602717520146
global_market_sync,0.0020032085012667684
macd_normalized,0.001961838193467025
contrarian_strength,0.0016490622729473693
sector_momentum_confirmed,0.0016352261322379665
relative_strength_20d,0.0015070306853450074
momentum_vs_sector,0.0014462612639171623
return_1d,0.0014337611604867749
gap,0.0013635471305647059
obv_divergence,0.001229167529359635
return_20d,0.0012214936035975148
outperformance_in_greed,0.0011269406985054224
quality_opportunity,0.0009958085927676639
outperformance_in_fear,0.000986501427655004
beta_adjusted_return,0.0008742529543198553
quality_in_volatility,0.0008686343429221686
stock_return_vs_nifty,0.0008518039229784008
rsi_vs_sector_avg,0.0008053713995289807
volume_anomaly,0.0008038372164718013
stock_return_vs_sector,0.0007479359221728802
volume_change,0.0007196396548689732
volume_vs_sector,0.0006520145180031561
breakout_low,0.0006512837250445797
sector_leader_conviction,0.00048138812910162866
sma_cross_signal,0.000197234337573993
breakout_high,9.696534170485336e-07
fund_trailing_pe_rank,0.0
fund_forward_pe_rank,0.0
fund_price_to_book_rank,0.0
fund_peg_ratio_rank,0.0
fund_profit_margin_rank,0.0
fund_operating_margin_rank,0.0
fund_return_on_equity_rank,0.0
fund_return_on_assets_rank,0.0
fund_revenue_growth_rank,0.0
fund_earnings_growth_rank,0.0
fund_debt_to_equity_rank,0.0
fund_dividend_yield_rank,0.0
sent_score,0.0
sent_momentum_3d,0.0
sent_momentum_7d,0.0
sent_vs_avg_30d,0.0
