feature,importance
sp500_vs_200d,0.09213170459482187
nifty50_vs_200d,0.07986299648519686
india_vix_vs_60d,0.07128438710786127
vix_vs_60d,0.06800724405733177
us10y_vs_60d,0.06296033416619796
nifty50_return_1d,0.06247861462405944
adv_decline_ratio,0.06082723485270089
dxy_vs_60d,0.057501188131836835
sector_return_5d,0.04235753743721601
nifty50_return_5d,0.04152999211003291
india_vix_change_pct,0.03633798498398035
sector_rsi_avg,0.03559716724263783
sector_return_1d,0.03159820396543643
dxy_return_1d,0.030200838016289505
vix_change_pct,0.026101581715723788
sector_breadth_score,0.026053466670830926
sector_volume_ratio,0.02465779975802369
sp500_return_1d,0.024224932250737234
price_to_sma20,0.013061479075622407
defensive_risk_score,0.010035441709208387
bb_position,0.009409991750613323
bb_upper,0.0061218013981688526
return_5d,0.004446339443540218
sma_20,0.0042079724010410805
bb_middle,0.004154331740318493
return_10d,0.00400746172760353
stochastic_d,0.003612759526740169
sma_200,0.003433507253280893
price_to_sma50,0.0032517585645218845
high_20d,0.00310669945451965
global_market_sync,0.003010943635179762
volume_ratio,0.0027319983626444577
low_20d,0.0025817099965122427
atr,0.0024080216692264184
atr_pct,0.0023750977873936386
stochastic_k,0.0022909346927509283
risk_adjusted_momentum,0.00225789751472546
contrarian_strength,0.0022216851654644617
stock_return_vs_nifty_5d,0.002120400038828465
sma_50,0.0019055522490209415
macd,0.0017583524487101005
gap,0.0017220237478452465
return_20d,0.0016953505514179354
sr_pivot_position,0.001551444545665132
macd_histogram,0.0015288528845878752
return_1d,0.0015219358958890384
macd_signal,0.001423433167915362
relative_strength_20d,0.001350789112785965
rsi,0.0012164734063175283
beta,0.001208717688655614
obv_ema,0.0011749332029352528
bb_lower,0.0011650989812329268
stock_return_vs_nifty,0.0011344499228835008
ema_26,0.0011249925222567166
quality_in_volatility,0.0011234876467204403
ema_12,0.0011109623958039886
resistance_1,0.0010819066269811062
support_1,0.0010297687761554638
pivot,0.0009387264624118615
outperformance_in_greed,0.0008003804635756518
quality_opportunity,0.0007623512793588566
obv,0.0007490700534016721
sector_momentum_confirmed,0.0007486615630425299
outperformance_in_fear,0.0007354767583535945
momentum_vs_sector,0.0006582222101497073
rsi_vs_sector_avg,0.0006506310048716486
beta_adjusted_return,0.0006340489404225813
stock_return_vs_sector,0.0006193173562289003
volume_anomaly,0.0005863276233795977
volume_change,0.0005319343605136922
volume_vs_sector,0.0003514586628995725
sector_leader_conviction,0.0003246323399377793
breakout_low,0.00028962340204316366
sma_cross_signal,0.0002099561911473266
breakout_high,1.9214475661417327e-05
