feature,importance
india_vix_vs_60d,0.13326423447889824
nifty50_vs_200d,0.09319877833625843
sp500_vs_200d,0.08217278357665374
vix_vs_60d,0.06534048723927306
vix_vs_20d,0.05678577601670359
nifty50_return_1d,0.05291695466815883
dxy_vs_60d,0.050189970011733996
adv_decline_ratio,0.04870582321352589
sector_return_5d,0.04267294893068281
us10y_vs_60d,0.03957174068257843
sector_rsi_avg,0.03595186680833783
india_vix_change_pct,0.035802429996426896
vix_change_pct,0.026885579965690784
sp500_return_1d,0.024829652001900106
nifty50_return_5d,0.023332533206964857
dxy_return_1d,0.023297293960272702
sector_breadth_score,0.01830998696821277
sector_return_1d,0.01623373285640757
price_to_sma20,0.012917591521797887
sector_volume_ratio,0.012229590787366223
bb_position,0.009564853636744898
defensive_risk_score,0.0077662369476591475
stochastic_d,0.007176543376058413
return_10d,0.005865374785425754
atr_pct,0.0058002953554301025
stochastic_k,0.005421280027513642
return_5d,0.004710181803564816
price_to_high_20d,0.004670012193701897
bb_width_pct,0.004486999947224434
price_to_low_20d,0.004166585137379326
price_to_sma200,0.003756265324973373
volume_ratio,0.003288422785482311
rsi,0.0031422702103262173
sr_pivot_position,0.002854259117940049
stock_return_vs_nifty_5d,0.0025055231410082103
macd_normalized,0.002476276838531645
price_to_sma50,0.0022415469621906016
macd_hist_normalized,0.002135634184735282
risk_adjusted_momentum,0.0020455223236655723
beta,0.001530737684613297
gap,0.0014621133027989766
relative_strength_20d,0.0013468887964583581
sector_momentum_confirmed,0.0013420763340267873
global_market_sync,0.0013057057644203617
return_1d,0.001213859736994976
momentum_vs_sector,0.0009875389698582482
contrarian_strength,0.0009735502046776792
outperformance_in_greed,0.000900735684638871
beta_adjusted_return,0.0008045700280755403
obv_divergence,0.0007923804877766324
return_20d,0.0007842627637465204
quality_opportunity,0.0007796024022472054
stock_return_vs_sector,0.0007787314514912118
volume_change,0.000771205576040958
volume_anomaly,0.000747374572721768
rsi_vs_sector_avg,0.0006668166622207476
outperformance_in_fear,0.0006662318372867084
quality_in_volatility,0.000661529669113759
stock_return_vs_nifty,0.0006510819564421734
volume_vs_sector,0.0006256996425605369
sma_cross_signal,0.0006133137589756858
sector_leader_conviction,0.0005535910325334892
breakout_low,0.0003508801824001206
breakout_high,5.682170479119531e-06
